Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,Total_Goals,Assits,G+A,Goal_without_Penalties,Penalty_Goals,Total_Penalties_Atemptted,Weekly Wages,Annual Wages
695,Hugo Alvarez,es ESP,"MF,DF",Celta Vigo,21,2003,26,16,1572,4,3,7,4,0,0,"EUR 18,077 (PS 15,258, $18,634)","EUR 940,000 (PS 793,432, $968,980)"
696,Hector Bellerin,es ESP,DF,Betis,29,1995,9,6,580,0,2,2,0,0,0,"EUR 60,000 (PS 50,645, $61,850)","EUR 3,120,000 (PS 2,633,518, $3,216,190)"
697,Hector Fort,es ESP,DF,Barcelona,17,2006,17,5,585,0,0,0,0,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
698,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,1987,30,19,1745,10,5,15,5,5,6,"EUR 55,769 (PS 47,073, $57,489)","EUR 2,900,000 (PS 2,447,821, $2,989,407)"
699,Iglesias,es ESP,DF,Getafe,26,1998,37,32,2888,0,1,1,0,0,0,"EUR 3,462 (PS 2,922, $3,568)","EUR 180,000 (PS 151,934, $185,549)"
700,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,28,27,2269,0,0,0,0,0,0,"EUR 38,462 (PS 32,464, $39,647)","EUR 2,000,000 (PS 1,688,153, $2,061,660)"
701,Iker Benito,es ESP,"FW,MF",Osasuna,21,2002,2,0,37,0,0,0,0,0,0,"EUR 3,846 (PS 3,246, $3,965)","EUR 200,000 (PS 168,815, $206,166)"
702,Iker Munoz,es ESP,MF,Osasuna,21,2002,23,4,610,0,1,1,0,0,0,"EUR 13,846 (PS 11,687, $14,273)","EUR 720,000 (PS 607,735, $742,198)"
703,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,33,22,2132,1,1,2,1,0,0,"EUR 31,154 (PS 26,296, $32,114)","EUR 1,620,000 (PS 1,367,404, $1,669,945)"
704,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,20,2004,11,7,584,1,0,1,1,0,0,"EUR 11,538 (PS 9,739, $11,894)","EUR 600,000 (PS 506,446, $618,498)"
705,Irvin Cardona,mt MLT,"FW,MF",Espanyol,26,1997,16,5,606,1,1,2,1,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
706,Isaac Palazon Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,35,25,2162,4,4,8,4,0,0,"EUR 23,077 (PS 19,479, $23,788)","EUR 1,200,000 (PS 1,012,892, $1,236,996)"
707,Isaac Romero,es ESP,FW,Sevilla,24,2000,31,26,2156,4,2,6,4,0,1,"EUR 40,000 (PS 33,763, $41,233)","EUR 2,080,000 (PS 1,755,679, $2,144,127)"
708,Isco,es ESP,MF,Betis,32,1992,22,17,1547,9,8,17,4,5,6,"EUR 120,192 (PS 101,451, $123,898)","EUR 6,250,000 (PS 5,275,477, $6,442,688)"
709,Ivan Balliu,al ALB,DF,Rayo Vallecano,32,1992,25,12,1200,0,0,0,0,0,0,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
710,Ivan Martin,es ESP,MF,Girona,25,1999,32,24,2039,1,1,2,1,0,0,"EUR 31,923 (PS 26,946, $32,907)","EUR 1,660,000 (PS 1,401,167, $1,711,178)"
711,Ivan Sanchez,es ESP,"MF,FW",Valladolid,31,1992,32,11,1404,2,1,3,2,0,0,"EUR 20,769 (PS 17,531, $21,410)","EUR 1,080,000 (PS 911,602, $1,113,297)"
712,Ivan Villar,es ESP,GK,Celta Vigo,27,1997,4,4,360,0,0,0,0,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
713,Inaki Pena,es ESP,GK,Barcelona,25,1999,16,15,1396,0,0,0,0,0,0,"EUR 62,500 (PS 52,755, $64,427)","EUR 3,250,000 (PS 2,743,248, $3,350,198)"
714,Inaki Williams,gh GHA,FW,Athletic Club,30,1994,35,29,2652,6,8,14,6,0,0,"EUR 219,231 (PS 185,048, $225,990)","EUR 11,400,000 (PS 9,622,470, $11,751,463)"
715,Inigo Lekue,es ESP,DF,Athletic Club,31,1993,16,8,773,0,0,0,0,0,0,"EUR 19,231 (PS 16,232, $19,824)","EUR 1,000,000 (PS 844,076, $1,030,830)"
716,Inigo Martinez,es ESP,DF,Barcelona,33,1991,28,28,2490,0,4,4,0,0,0,"EUR 180,385 (PS 152,258, $185,946)","EUR 9,380,000 (PS 7,917,436, $9,669,186)"
717,Inigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,26,18,1477,0,4,4,0,0,0,"EUR 14,615 (PS 12,337, $15,066)","EUR 760,000 (PS 641,498, $783,431)"
718,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,30,4,656,0,0,0,0,0,0,"EUR 30,000 (PS 25,322, $30,925)","EUR 1,560,000 (PS 1,316,759, $1,608,095)"
719,James Rodriguez,co COL,"MF,FW",Rayo Vallecano,33,1991,6,1,140,0,0,0,0,0,0,"EUR 80,000 (PS 67,526, $82,466)","EUR 4,160,000 (PS 3,511,357, $4,288,253)"
720,Jan Oblak,si SVN,GK,Atletico Madrid,31,1993,36,36,3240,0,0,0,0,0,0,"EUR 400,577 (PS 338,118, $412,927)","EUR 20,830,000 (PS 17,582,110, $21,472,191)"
721,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,27,2335,0,0,0,0,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
722,Javi Galan,es ESP,DF,Atletico Madrid,29,1994,25,21,1784,0,3,3,0,0,0,"EUR 62,500 (PS 52,755, $64,427)","EUR 3,250,000 (PS 2,743,248, $3,350,198)"
723,Javi Hernandez,es ESP,DF,Leganes,26,1998,31,27,2389,2,1,3,2,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
724,Javi Lopez,es ESP,DF,Real Sociedad,22,2002,29,21,1936,0,0,0,0,0,0,"EUR 13,846 (PS 11,687, $14,273)","EUR 720,000 (PS 607,735, $742,198)"
725,Javi Martinez,es ESP,MF,Osasuna,24,1999,1,0,6,0,0,0,0,0,0,"EUR 3,077 (PS 2,597, $3,172)","EUR 160,000 (PS 135,052, $164,933)"
726,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,35,35,2974,12,4,16,7,5,5,"EUR 7,308 (PS 6,168, $7,533)","EUR 380,000 (PS 320,749, $391,715)"
727,Javi Rodriguez,es ESP,DF,Celta Vigo,21,2003,36,26,2514,3,2,5,3,0,0,"EUR 11,923 (PS 10,062, $13,507)","EUR 620,000 (PS 523,228, $702,384)"
728,Javi Sanchez,es ESP,DF,Valladolid,27,1997,25,25,2026,2,0,2,2,0,0,"EUR 12,692 (PS 10,713, $13,084)","EUR 660,000 (PS 557,090, $680,348)"
729,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,10,7,515,0,0,0,0,0,0,"EUR 21,923 (PS 18,505, $22,599)","EUR 1,140,000 (PS 962,247, $1,175,146)"
730,Javier Munoz,es ESP,"MF,DF",Las Palmas,29,1995,35,28,2588,1,3,4,1,0,0,"EUR 13,846 (PS 11,687, $14,273)","EUR 720,000 (PS 607,735, $742,198)"
731,Jesus Rodriguez,es ESP,FW,Betis,18,2005,21,15,1111,2,0,2,2,0,0,"EUR 5,769 (PS 4,869, $6,536)","EUR 300,000 (PS 253,175, $339,863)"
732,Jesus Vazquez,es ESP,DF,Valencia,21,2003,19,10,919,0,0,0,0,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
733,Jesus Areso,es ESP,DF,Osasuna,25,1999,36,35,3079,0,3,3,0,0,0,"EUR 7,692 (PS 6,493, $7,929)","EUR 400,000 (PS 337,631, $412,332)"
734,Jesus Navas,es ESP,"FW,MF",Sevilla,38,1985,15,3,424,1,0,1,1,0,0,"EUR 60,192 (PS 50,807, $62,048)","EUR 3,130,000 (PS 2,641,959, $3,226,498)"
735,Jesus Owono,gq EQG,GK,Alaves,23,2001,6,5,487,0,0,0,0,0,0,"EUR 4,615 (PS 3,896, $4,758)","EUR 240,000 (PS 202,578, $247,399)"
736,Jesus Vallejo,es ESP,DF,Real Madrid,27,1997,4,1,138,0,1,1,0,0,0,"EUR 34,615 (PS 29,218, $35,683)","EUR 1,800,000 (PS 1,519,337, $1,855,494)"
737,Jhon Solis,co COL,MF,Girona,19,2004,19,3,535,1,0,1,1,0,0,"EUR 3,462 (PS 2,922, $3,568)","EUR 180,000 (PS 151,934, $185,549)"
738,Joan Garcia,es ESP,GK,Espanyol,23,2001,38,38,3420,0,0,0,0,0,0,"EUR 4,615 (PS 3,896, $4,758)","EUR 240,000 (PS 202,578, $247,399)"
739,Joan Jordan,es ESP,MF,Alaves,30,1994,25,15,1414,5,2,7,2,3,4,"EUR 69,231 (PS 58,436, $71,365)","EUR 3,600,000 (PS 3,038,675, $3,710,988)"
740,Johan Mojica,co COL,DF,Mallorca,31,1992,36,30,2755,1,2,3,1,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
741,Johnny Cardoso,us USA,MF,Betis,22,2001,28,24,2144,3,1,4,3,0,0,"EUR 13,462 (PS 11,363, $13,877)","EUR 700,000 (PS 590,853, $721,581)"
742,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,35,28,2460,1,1,2,1,0,0,"EUR 4,808 (PS 4,058, $4,956)","EUR 250,000 (PS 211,019, $257,708)"
743,Jon Guridi,es ESP,"MF,FW",Alaves,29,1995,33,27,2080,3,1,4,2,1,1,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
744,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,2,0,7,0,0,0,0,0,0,"EUR 3,846 (PS 3,246, $3,965)","EUR 200,000 (PS 168,815, $206,166)"
745,Jon Moncayola,es ESP,MF,Osasuna,26,1998,32,26,2099,0,0,0,0,0,0,"EUR 19,231 (PS 16,232, $19,824)","EUR 1,000,000 (PS 844,076, $1,030,830)"
746,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,14,9,854,0,0,0,0,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
747,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28,1996,12,10,811,0,1,1,0,0,0,"EUR 80,000 (PS 67,526, $82,466)","EUR 4,160,000 (PS 3,511,357, $4,288,253)"
748,Jorge Herrando,es ESP,DF,Osasuna,23,2001,18,15,1366,1,0,1,1,0,0,"EUR 3,846 (PS 3,246, $3,965)","EUR 200,000 (PS 168,815, $206,166)"
749,Jorge Saenz,es ESP,DF,Leganes,27,1996,23,19,1690,1,0,1,1,0,0,"EUR 6,923 (PS 5,844, $7,137)","EUR 360,000 (PS 303,867, $371,099)"
750,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,36,30,2495,6,3,9,6,0,0,"EUR 15,385 (PS 12,986, $15,859)","EUR 800,000 (PS 675,261, $824,664)"
751,Jose Arnaiz,es ESP,"FW,MF",Osasuna,29,1995,15,1,133,0,0,0,0,0,0,"EUR 13,077 (PS 11,038, $13,480)","EUR 680,000 (PS 573,972, $700,964)"
752,Jose Campana,es ESP,MF,Las Palmas,31,1993,25,15,1189,0,3,3,0,0,0,"EUR 15,962 (PS 13,473, $16,454)","EUR 830,000 (PS 700,583, $855,589)"
753,Jose Gragera,es ESP,MF,Espanyol,23,2000,10,7,569,0,0,0,0,0,0,"EUR 9,231 (PS 7,791, $9,515)","EUR 480,000 (PS 405,157, $494,798)"
754,Jose Luis Garcia Vaya,es ESP,MF,Valencia,25,1998,34,18,1742,2,2,4,0,2,2,"EUR 25,000 (PS 21,102, $25,771)","EUR 1,300,000 (PS 1,097,299, $1,340,079)"
755,Jose Luis Gaya,es ESP,DF,Valencia,29,1995,23,22,1803,0,1,1,0,0,0,"EUR 112,115 (PS 94,634, $115,572)","EUR 5,830,000 (PS 4,920,965, $6,009,739)"
756,Jose Maria Gimenez,uy URU,DF,Atletico Madrid,29,1995,27,20,1999,0,1,1,0,0,0,"EUR 120,192 (PS 101,451, $123,898)","EUR 6,250,000 (PS 5,275,477, $6,442,688)"
757,Juan Berrocal,es ESP,DF,Getafe,25,1999,19,11,1063,0,0,0,0,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
758,Juan Cruz,es ESP,"FW,MF",Leganes,24,2000,34,26,2257,5,4,9,5,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
759,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,25,19,1492,0,0,0,0,0,0,"EUR 7,692 (PS 6,493, $7,929)","EUR 400,000 (PS 337,631, $412,332)"
760,Juan Foyth,ar ARG,DF,Villarreal,26,1998,19,17,1517,1,0,1,1,0,0,"EUR 38,462 (PS 32,464, $39,647)","EUR 2,000,000 (PS 1,688,153, $2,061,660)"
761,Juan Musso,ar ARG,GK,Atletico Madrid,30,1994,2,2,180,0,0,0,0,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
762,Juan Soriano,es ESP,GK,Leganes,26,1997,6,6,540,0,0,0,0,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
763,Juanlu Sanchez,es ESP,"MF,DF",Sevilla,20,2003,32,18,1722,4,4,8,4,0,0,"EUR 4,808 (PS 4,058, $4,956)","EUR 250,000 (PS 211,019, $257,708)"
764,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,28,14,1398,3,0,3,3,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
765,Juanpe,es ESP,DF,Girona,33,1991,12,8,727,0,0,0,0,0,0,"EUR 11,538 (PS 9,739, $11,894)","EUR 600,000 (PS 506,446, $618,498)"
766,Jude Bellingham,eng ENG,MF,Real Madrid,21,2003,31,29,2488,9,8,17,8,1,2,"EUR 400,577 (PS 338,118, $412,927)","EUR 20,830,000 (PS 17,582,110, $21,472,191)"
767,Julen Agirrezabala,es ESP,GK,Athletic Club,23,2000,14,14,1206,0,0,0,0,0,0,"EUR 14,038 (PS 11,850, $14,471)","EUR 730,000 (PS 616,176, $752,506)"
768,Jules Kounde,fr FRA,DF,Barcelona,25,1998,32,29,2605,2,3,5,2,0,0,"EUR 260,577 (PS 219,947, $268,611)","EUR 13,550,000 (PS 11,437,234, $13,967,748)"
769,Julian Chicco,ar ARG,"MF,DF",Leganes,26,1998,14,2,302,0,1,1,0,0,0,"EUR 5,769 (PS 4,870, $5,947)","EUR 300,000 (PS 253,223, $309,249)"
770,Julian Alvarez,ar ARG,FW,Atletico Madrid,24,2000,37,30,2509,17,4,21,13,4,4,"EUR 136,154 (PS 114,924, $140,351)","EUR 7,080,000 (PS 5,976,060, $7,298,277)"
771,Justin Smith,ca CAN,MF,Espanyol,21,2003,5,3,209,0,0,0,0,0,0,"EUR 4,038 (PS 3,408, $4,575)","EUR 210,000 (PS 177,222, $237,904)"
772,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,31,2790,0,0,0,0,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
773,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,9,5,400,0,0,0,0,0,0,"EUR 92,308 (PS 77,915, $95,154)","EUR 4,800,000 (PS 4,051,566, $4,947,984)"
774,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,2,0,9,0,0,0,0,0,0,"EUR 31,154 (PS 26,296, $32,114)","EUR 1,620,000 (PS 1,367,404, $1,669,945)"
775,Kike Barja,es ESP,"FW,MF",Osasuna,27,1997,15,3,315,0,1,1,0,0,0,"EUR 8,077 (PS 6,818, $8,326)","EUR 420,000 (PS 354,512, $432,949)"
776,Kike Perez,es ESP,MF,Valladolid,27,1997,19,14,1191,2,0,2,2,0,0,"EUR 8,077 (PS 6,818, $8,326)","EUR 420,000 (PS 354,512, $432,949)"
777,Kike Salas,es ESP,DF,Sevilla,22,2002,31,25,2238,3,2,5,3,0,0,"EUR 24,038 (PS 20,290, $24,780)","EUR 1,250,000 (PS 1,055,095, $1,288,538)"
778,Kiko Femenia,es ESP,DF,Villarreal,33,1991,28,27,2227,0,1,1,0,0,0,"EUR 19,231 (PS 16,232, $19,824)","EUR 1,000,000 (PS 844,076, $1,030,830)"
779,Kike,es ESP,FW,Alaves,34,1989,35,29,2542,13,0,13,10,3,3,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
780,Kirian Rodriguez,es ESP,MF,Las Palmas,28,1996,21,21,1758,0,3,3,0,0,0,"EUR 15,962 (PS 13,473, $16,454)","EUR 830,000 (PS 700,583, $855,589)"
781,Koke,es ESP,MF,Atletico Madrid,32,1992,32,20,1926,1,1,2,1,0,0,"EUR 128,269 (PS 108,269, $132,224)","EUR 6,670,000 (PS 5,629,989, $6,875,637)"
782,Kylian Mbappe,fr FRA,FW,Real Madrid,25,1998,34,34,2907,31,3,34,24,7,9,"EUR 600,962 (PS 507,257, $619,489)","EUR 31,250,000 (PS 26,377,385, $32,213,441)"
783,Ladislav Krejci,cz CZE,DF,Girona,25,1999,28,27,2440,2,0,2,2,0,0,"EUR 23,846 (PS 20,128, $24,581)","EUR 1,240,000 (PS 1,046,655, $1,278,229)"
784,Lamine Yamal,es ESP,FW,Barcelona,17,2007,35,31,2856,9,13,22,9,0,0,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
785,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,33,32,2869,4,2,6,4,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
786,Leo Roman,es ESP,GK,Mallorca,24,2000,7,7,630,0,0,0,0,0,0,"EUR 5,192 (PS 4,383, $5,352)","EUR 270,000 (PS 227,901, $278,324)"
787,Logan Costa,cv CPV,DF,Villarreal,23,2001,32,28,2587,2,1,3,2,0,0,"EUR 31,923 (PS 26,946, $32,907)","EUR 1,660,000 (PS 1,401,167, $1,711,178)"
788,Loic Bade,fr FRA,DF,Sevilla,24,2000,32,31,2686,1,1,2,1,0,0,"EUR 80,192 (PS 67,688, $82,665)","EUR 4,170,000 (PS 3,519,798, $4,298,562)"
789,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,1,0,4,0,0,0,0,0,0,"EUR 5,192 (PS 4,383, $5,352)","EUR 270,000 (PS 227,901, $278,324)"
790,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,2,2,175,0,1,1,0,0,0,"EUR 32,692 (PS 27,595, $33,700)","EUR 1,700,000 (PS 1,434,930, $1,752,411)"
791,Lucas Torro,es ESP,MF,Osasuna,30,1994,35,35,2957,3,0,3,3,0,0,"EUR 14,423 (PS 12,174, $14,868)","EUR 750,000 (PS 633,057, $773,123)"
792,Lucas Vazquez,es ESP,DF,Real Madrid,33,1991,32,25,2189,1,5,6,1,0,0,"EUR 180,385 (PS 152,258, $185,946)","EUR 9,380,000 (PS 7,917,436, $9,669,186)"
793,Lucien Agoume,fr FRA,MF,Sevilla,22,2002,35,24,2114,1,3,4,1,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
794,Luis Milla,es ESP,MF,Getafe,29,1994,33,32,2875,1,4,5,0,1,1,"EUR 15,000 (PS 12,661, $15,462)","EUR 780,000 (PS 658,380, $804,047)"
795,Luis Perez,es ESP,DF,Valladolid,29,1995,30,28,2558,0,0,0,0,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
796,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,37,33,2854,5,3,8,3,2,2,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
797,Luka Modric,hr CRO,MF,Real Madrid,38,1985,35,17,1827,2,6,8,2,0,0,"EUR 200,385 (PS 169,140, $206,563)","EUR 10,420,000 (PS 8,795,275, $10,741,250)"
798,Luka Romero,ar ARG,"FW,MF",Alaves,19,2004,6,2,199,0,0,0,0,0,1,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
799,Luka Sucic,hr CRO,MF,Real Sociedad,21,2002,29,21,1792,1,1,2,1,0,0,"EUR 24,038 (PS 20,290, $24,780)","EUR 1,250,000 (PS 1,055,095, $1,288,538)"
800,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,29,17,1583,5,1,6,1,4,4,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
801,Manu Bueno,es ESP,"MF,FW",Sevilla,20,2004,9,1,140,1,0,1,1,0,0,"EUR 3,462 (PS 2,922, $3,568)","EUR 180,000 (PS 151,934, $185,549)"
802,Manu Morlanes,es ESP,MF,Mallorca,25,1999,23,15,1338,0,0,0,0,0,0,"EUR 25,192 (PS 21,264, $25,969)","EUR 1,310,000 (PS 1,105,740, $1,350,387)"
803,Manu Sanchez,es ESP,DF,Alaves,23,2000,33,30,2634,1,0,1,1,0,0,"EUR 19,231 (PS 16,232, $19,824)","EUR 1,000,000 (PS 844,076, $1,030,830)"
804,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,35,34,2972,3,0,3,3,0,0,"EUR 72,115 (PS 60,871, $74,339)","EUR 3,750,000 (PS 3,165,286, $3,865,613)"
805,Marc Bartra,es ESP,DF,Betis,33,1991,25,23,2099,2,1,3,2,0,0,"EUR 40,000 (PS 33,763, $41,233)","EUR 2,080,000 (PS 1,755,679, $2,144,127)"
806,Marc Bernal,es ESP,MF,Barcelona,17,2007,3,3,242,0,0,0,0,0,0,"EUR 6,154 (PS 5,194, $6,344)","EUR 320,000 (PS 270,104, $329,866)"
807,Marc Cardona,es ESP,"FW,DF",Las Palmas,29,1995,11,0,132,0,0,0,0,0,0,"EUR 12,115 (PS 10,226, $12,489)","EUR 630,000 (PS 531,768, $649,423)"
808,Marc Casado,es ESP,MF,Barcelona,20,2003,23,20,1611,1,3,4,1,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
809,Marc Roca,es ESP,MF,Betis,27,1996,14,11,906,2,2,4,2,0,0,"EUR 58,269 (PS 49,184, $60,066)","EUR 3,030,000 (PS 2,557,551, $3,123,415)"
810,Marc-Andre ter Stegen,de GER,GK,Barcelona,32,1992,8,8,674,0,0,0,0,0,0,"EUR 121,154 (PS 102,263, $124,889)","EUR 6,300,000 (PS 5,317,681, $6,494,230)"
811,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,31,29,2647,3,0,3,0,3,3,"EUR 60,000 (PS 50,645, $61,850)","EUR 3,120,000 (PS 2,633,518, $3,216,190)"
812,Marcos Andre,br BRA,FW,Valladolid,27,1996,22,14,1188,1,2,3,1,0,0,"EUR 28,846 (PS 24,348, $29,735)","EUR 1,500,000 (PS 1,266,114, $1,546,245)"
813,Marcos Llorente,es ESP,"DF,MF",Atletico Madrid,29,1995,33,28,2513,2,4,6,2,0,0,"EUR 160,192 (PS 135,215, $165,131)","EUR 8,330,000 (PS 7,031,156, $8,586,815)"
814,Marcao,br BRA,DF,Sevilla,28,1996,12,6,552,0,0,0,0,0,0,"EUR 84,231 (PS 71,097, $86,828)","EUR 4,380,000 (PS 3,697,054, $4,515,036)"
815,Mario Martin,es ESP,MF,Valladolid,20,2004,30,20,1748,0,1,1,0,0,0,"EUR 1,923 (PS 1,623, $1,982)","EUR 100,000 (PS 84,408, $103,083)"
816,Marko Dmitrovic,rs SRB,GK,Leganes,32,1992,32,32,2880,0,0,0,0,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
817,Maroan Sannadi,ma MAR,FW,Athletic Club,23,2001,16,7,754,1,1,2,1,0,0,"EUR 11,923 (PS 10,062, $13,507)","EUR 620,000 (PS 523,228, $702,384)"
818,Martin Valjent,sk SVK,DF,Mallorca,28,1995,31,31,2763,3,0,3,3,0,0,"EUR 13,462 (PS 11,363, $13,877)","EUR 700,000 (PS 590,853, $721,581)"
819,Martin Zubimendi,es ESP,MF,Real Sociedad,25,1999,36,33,2962,2,1,3,2,0,0,"EUR 57,692 (PS 48,697, $59,471)","EUR 3,000,000 (PS 2,532,229, $3,092,490)"
820,Mateo Flores,es ESP,MF,Betis,20,2004,6,1,153,0,0,0,0,0,0,"EUR 3,077 (PS 2,597, $3,486)","EUR 160,000 (PS 135,027, $181,260)"
821,Mateu Morey,es ESP,DF,Mallorca,24,2000,16,8,741,0,0,0,0,0,0,"EUR 8,077 (PS 6,818, $8,326)","EUR 420,000 (PS 354,512, $432,949)"
822,Matija Nastasic,rs SRB,DF,Leganes,31,1993,26,24,2110,1,0,1,1,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
823,Mauro Arambarri,uy URU,MF,Getafe,28,1995,35,31,2661,10,0,10,7,3,3,"EUR 48,462 (PS 40,905, $49,956)","EUR 2,520,000 (PS 2,127,072, $2,597,692)"
825,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,1,90,0,0,0,0,0,0,"EUR 10,192 (PS 8,603, $10,507)","EUR 530,000 (PS 447,360, $546,340)"
826,Miguel Gutierrez,es ESP,"DF,MF",Girona,23,2001,29,29,2458,1,5,6,1,0,0,"EUR 6,346 (PS 5,357, $6,542)","EUR 330,000 (PS 278,545, $340,174)"
827,Mihailo Ristic,rs SRB,"DF,MF",Celta Vigo,28,1995,10,6,429,0,1,1,0,0,0,"EUR 20,192 (PS 17,044, $20,815)","EUR 1,050,000 (PS 886,280, $1,082,372)"
828,Mika Marmol,es ESP,DF,Las Palmas,23,2001,30,27,2399,0,1,1,0,0,0,"EUR 8,077 (PS 6,818, $8,326)","EUR 420,000 (PS 354,512, $432,949)"
829,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,34,25,2244,2,1,3,2,0,0,"EUR 4,038 (PS 3,409, $4,163)","EUR 210,000 (PS 177,256, $216,474)"
830,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,35,28,2250,9,3,12,5,4,4,"EUR 69,231 (PS 58,436, $71,365)","EUR 3,600,000 (PS 3,038,675, $3,710,988)"
831,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,25,10,988,0,0,0,0,0,1,"EUR 40,000 (PS 33,763, $41,233)","EUR 2,080,000 (PS 1,755,679, $2,144,127)"
832,Moi Gomez,es ESP,"MF,FW",Osasuna,30,1994,26,6,796,0,0,0,0,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
833,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,13,7,653,2,0,2,2,0,0,"EUR 76,923 (PS 64,929, $79,295)","EUR 4,000,000 (PS 3,376,305, $4,123,320)"
834,Moussa Diarra,ml MLI,DF,Alaves,23,2000,26,20,1866,0,0,0,0,0,0,"EUR 6,731 (PS 5,681, $6,938)","EUR 350,000 (PS 295,427, $360,791)"
835,Munir El Haddadi,ma MAR,"FW,MF",Leganes,28,1995,25,10,862,4,0,4,4,0,0,"EUR 28,077 (PS 23,699, $28,943)","EUR 1,460,000 (PS 1,232,351, $1,505,012)"
