Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,Total_Goals,Assits,G+A,Goal_without_Penalties,Penalty_Goals,Total_Penalties_Atemptted,Weekly Wages,Annual Wages
382,Odsonne Edouard,fr FRA,FW,Leicester City,26,1998,6,1,144,0,0,0,0,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
383,Ola Aina,ng NGA,DF,Nott'ham Forest,27,1996,35,35,2995,2,1,3,2,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
384,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27,1996,15,5,527,0,1,1,0,0,0,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
385,Oliver Skipp,eng ENG,MF,Leicester City,23,2000,24,10,1129,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
386,Ollie Watkins,eng ENG,FW,Aston Villa,28,1995,38,31,2598,16,8,24,14,2,2,"PS 130,000 (EUR 154,017, $158,763)","PS 6,760,000 (EUR 8,008,890, $8,255,665)"
387,Omar Marmoush,eg EGY,"FW,MF",Manchester City,25,1999,16,14,1175,7,0,7,7,0,0,"PS 295,000 (EUR 349,560, $396,024)","PS 15,340,000 (EUR 18,177,127, $20,593,224)"
388,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,20,2003,31,30,2583,3,2,5,3,0,0,"PS 6,000 (EUR 7,108, $7,328)","PS 312,000 (EUR 369,641, $381,031)"
389,Orel Mangala,be BEL,MF,Everton,26,1998,19,14,1261,1,0,1,1,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
390,Oscar Bobb,no NOR,FW,Manchester City,21,2003,3,0,16,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
391,Pablo Sarabia,es ESP,"MF,FW",Wolves,32,1992,23,7,814,3,2,5,3,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
392,Pape Matar Sarr,sn SEN,MF,Tottenham,21,2002,36,22,1913,3,2,5,3,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
393,Patrick Dorgu,dk DEN,DF,Manchester Utd,19,2004,12,10,842,0,0,0,0,0,0,"PS 40,000 (EUR 47,398, $53,698)","PS 2,080,000 (EUR 2,464,695, $2,792,302)"
394,Patson Daka,zm ZAM,"FW,MF",Leicester City,25,1998,23,6,736,1,0,1,1,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
395,Pau Torres,es ESP,DF,Aston Villa,27,1997,24,23,2020,0,0,0,0,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
396,Paul Onuachu,ng NGA,FW,Southampton,30,1994,25,11,1050,4,1,5,4,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
397,Pedro Lima,br BRA,DF,Wolves,18,2006,3,1,70,0,0,0,0,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
398,Pedro Neto,pt POR,FW,Chelsea,24,2000,35,24,2269,4,6,10,4,0,0,"PS 160,000 (EUR 189,560, $195,400)","PS 8,320,000 (EUR 9,857,096, $10,160,818)"
399,Pedro Porro,es ESP,DF,Tottenham,24,1999,33,28,2610,2,6,8,2,0,0,"PS 85,000 (EUR 100,704, $103,806)","PS 4,420,000 (EUR 5,236,582, $5,397,935)"
400,Pervis Estupinan,ec ECU,DF,Brighton,26,1998,30,26,2402,1,1,2,1,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
401,Phil Foden,eng ENG,"MF,FW",Manchester City,24,2000,28,20,1777,7,2,9,7,0,0,"PS 225,000 (EUR 266,568, $274,782)","PS 11,700,000 (EUR 13,861,541, $14,288,651)"
402,Philip Billing,dk DEN,MF,Bournemouth,28,1996,10,1,184,0,0,0,0,0,0,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
403,Radu Dragusin,ro ROU,DF,Tottenham,22,2002,16,14,1252,0,0,0,0,0,0,"PS 85,000 (EUR 100,704, $103,806)","PS 4,420,000 (EUR 5,236,582, $5,397,935)"
404,Raheem Sterling,eng ENG,"FW,MF",Arsenal,29,1994,17,7,499,0,2,2,0,0,0,"PS 110,000 (EUR 130,344, $147,670)","PS 5,720,000 (EUR 6,777,912, $7,678,829)"
405,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,24,1999,19,1,295,1,0,1,1,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
406,Rasmus Hojlund,dk DEN,FW,Manchester Utd,21,2003,32,23,2004,4,0,4,4,0,0,"PS 85,000 (EUR 100,704, $103,806)","PS 4,420,000 (EUR 5,236,582, $5,397,935)"
407,Rayan Ait-Nouri,dz ALG,DF,Wolves,23,2001,37,37,3109,4,7,11,4,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
408,Raul Jimenez,mx MEX,FW,Fulham,33,1991,38,30,2494,12,3,15,9,3,3,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
409,Reece James,eng ENG,"DF,MF",Chelsea,24,1999,19,12,1063,1,1,2,1,0,0,"PS 250,000 (EUR 296,187, $305,313)","PS 13,000,000 (EUR 15,401,712, $15,876,279)"
410,Reiss Nelson,eng ENG,FW,Fulham,24,1999,12,5,490,1,1,2,1,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
411,Renato Veiga,pt POR,"DF,MF",Chelsea,21,2003,7,1,181,0,0,0,0,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
412,Ricardo Pereira,pt POR,DF,Leicester City,30,1993,10,4,388,0,0,0,0,0,0,"PS 80,000 (EUR 94,780, $97,700)","PS 4,160,000 (EUR 4,928,548, $5,080,409)"
413,Riccardo Calafiori,it ITA,DF,Arsenal,22,2002,19,11,983,2,1,3,2,0,0,"PS 120,000 (EUR 142,170, $146,550)","PS 6,240,000 (EUR 7,392,822, $7,620,614)"
414,Richarlison,br BRA,FW,Tottenham,27,1997,15,4,504,4,1,5,4,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
415,Rico Henry,jm JAM,DF,Brentford,27,1997,5,0,99,0,0,0,0,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
416,Rico Lewis,eng ENG,"DF,MF",Manchester City,19,2004,28,21,1893,1,2,3,1,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
417,Robert Sanchez,es ESP,GK,Chelsea,26,1997,32,32,2880,0,0,0,0,0,0,"PS 60,000 (EUR 71,085, $73,275)","PS 3,120,000 (EUR 3,696,411, $3,810,307)"
418,Robin Olsen,se SWE,GK,Aston Villa,34,1990,4,1,226,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
419,Rodri,es ESP,MF,Manchester City,28,1996,3,1,73,0,0,0,0,0,0,"PS 220,000 (EUR 260,644, $268,675)","PS 11,440,000 (EUR 13,553,507, $13,971,125)"
420,Rodrigo Bentancur,uy URU,MF,Tottenham,27,1997,26,21,1645,2,0,2,2,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
421,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21,2003,25,7,810,2,0,2,2,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
422,Rodrigo Muniz,br BRA,FW,Fulham,23,2001,31,8,964,8,1,9,8,0,0,"PS 7,500 (EUR 8,886, $9,159)","PS 390,000 (EUR 462,051, $476,288)"
423,Romain Esse,eng ENG,MF,Crystal Palace,19,2005,7,1,138,1,1,2,1,0,0,"PS 15,000 (EUR 17,774, $20,137)","PS 780,000 (EUR 924,261, $1,047,113)"
424,Romeo Lavia,be BEL,MF,Chelsea,20,2004,16,11,797,0,1,1,0,0,0,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
425,Ronnie Edwards,eng ENG,DF,Southampton,21,2003,1,0,12,0,0,0,0,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
426,Ross Stewart,sct SCO,FW,Southampton,28,1996,12,4,389,1,0,1,1,0,0,"PS 20,000 (EUR 23,695, $24,425)","PS 1,040,000 (EUR 1,232,137, $1,270,102)"
427,Ryan Christie,sct SCO,MF,Bournemouth,29,1995,29,27,2117,2,3,5,2,0,0,"PS 70,000 (EUR 82,932, $85,488)","PS 3,640,000 (EUR 4,312,479, $4,445,358)"
428,Ryan Fraser,sct SCO,"FW,DF",Southampton,30,1994,8,4,306,0,0,0,0,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
429,Ryan Gravenberch,nl NED,MF,Liverpool,22,2002,37,37,3160,0,4,4,0,0,0,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
430,Ryan Manning,ie IRL,"DF,MF",Southampton,28,1996,24,18,1462,0,1,1,0,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
431,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24,2000,16,7,580,4,2,6,4,0,0,"PS 45,000 (EUR 53,314, $54,956)","PS 2,340,000 (EUR 2,772,308, $2,857,730)"
432,Ryan Trevitt,eng ENG,MF,Brentford,21,2003,1,0,4,0,0,0,0,0,0,"PS 2,500 (EUR 2,962, $3,053)","PS 130,000 (EUR 154,017, $158,763)"
433,Ryan Yates,eng ENG,MF,Nott'ham Forest,26,1997,35,18,1915,2,1,3,2,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
434,Ruben Dias,pt POR,DF,Manchester City,27,1997,27,25,2271,0,0,0,0,0,0,"PS 180,000 (EUR 213,254, $219,825)","PS 9,360,000 (EUR 11,089,233, $11,430,921)"
435,Sam Johnstone,eng ENG,GK,Wolves,31,1993,7,7,630,0,0,0,0,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
436,Sam Morsy,eg EGY,MF,Ipswich Town,32,1991,33,31,2751,1,1,2,1,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
437,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,28,1995,20,13,992,4,0,4,4,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
438,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18,2006,2,0,28,0,0,0,0,0,0,"PS 5,000 (EUR 5,924, $6,106)","PS 260,000 (EUR 308,034, $317,526)"
439,Samuel Edozie,eng ENG,"DF,FW",Southampton,21,2003,2,0,65,0,0,0,0,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
440,Sander Berge,no NOR,MF,Fulham,26,1998,31,26,2224,0,0,0,0,0,0,"PS 55,000 (EUR 65,161, $67,169)","PS 2,860,000 (EUR 3,388,377, $3,492,781)"
441,Sandro Tonali,it ITA,MF,Newcastle Utd,24,2000,36,28,2630,4,2,6,4,0,0,"PS 120,000 (EUR 142,170, $146,550)","PS 6,240,000 (EUR 7,392,822, $7,620,614)"
442,Santiago Bueno,uy URU,DF,Wolves,25,1998,29,18,1687,0,0,0,0,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
443,Sasa Lukic,rs SRB,MF,Fulham,27,1996,30,28,2344,0,2,2,0,0,0,"PS 63,000 (EUR 74,639, $76,939)","PS 3,276,000 (EUR 3,881,231, $4,000,822)"
444,Sean Longstaff,eng ENG,MF,Newcastle Utd,26,1997,25,8,798,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
445,Sepp van den Berg,nl NED,DF,Brentford,22,2001,31,29,2586,0,0,0,0,0,0,"PS 20,000 (EUR 23,695, $24,425)","PS 1,040,000 (EUR 1,232,137, $1,270,102)"
446,Sergio Reguilon,es ESP,DF,Tottenham,27,1996,4,1,196,0,0,0,0,0,0,"PS 53,000 (EUR 62,792, $64,726)","PS 2,756,000 (EUR 3,265,163, $3,365,771)"
447,Simon Adingra,ci CIV,"FW,MF",Brighton,22,2002,29,12,1097,2,2,4,2,0,0,"PS 12,500 (EUR 14,809, $15,266)","PS 650,000 (EUR 770,086, $793,814)"
448,Solly March,eng ENG,"FW,MF",Brighton,30,1994,8,1,168,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
449,Son Heung-min,kr KOR,FW,Tottenham,32,1992,30,24,2110,7,9,16,6,1,2,"PS 190,000 (EUR 225,102, $232,038)","PS 9,880,000 (EUR 11,705,301, $12,065,972)"
450,Stefan Ortega,de GER,GK,Manchester City,31,1992,13,12,1100,0,0,0,0,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
451,Stephy Mavididi,eng ENG,FW,Leicester City,26,1998,30,16,1615,4,1,5,4,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
452,Sven Botman,nl NED,DF,Newcastle Utd,24,2000,8,6,412,0,0,0,0,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
453,Savio,br BRA,"FW,MF",Manchester City,20,2004,29,21,1766,1,8,9,1,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
454,Seamus Coleman,ie IRL,DF,Everton,35,1988,5,3,215,0,0,0,0,0,0,"PS 55,000 (EUR 65,161, $67,169)","PS 2,860,000 (EUR 3,388,377, $3,492,781)"
455,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,26,1997,26,3,416,1,0,1,1,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
456,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25,1998,1,0,7,0,0,0,0,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
457,Tariq Lamptey,gh GHA,DF,Brighton,23,2000,15,10,860,2,2,4,2,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
458,Taylor Harwood-Bellis,eng ENG,DF,Southampton,22,2002,34,32,2825,1,0,1,1,0,0,"PS 7,500 (EUR 8,886, $9,159)","PS 390,000 (EUR 462,051, $476,288)"
459,Thiago,br BRA,"FW,MF",Brentford,23,2001,8,1,175,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
460,Thomas Partey,gh GHA,"MF,DF",Arsenal,31,1993,35,31,2797,4,2,6,4,0,0,"PS 200,000 (EUR 236,949, $244,250)","PS 10,400,000 (EUR 12,321,370, $12,701,023)"
461,Tim Iroegbunam,eng ENG,MF,Everton,21,2003,18,5,574,0,1,1,0,0,0,"PS 20,000 (EUR 23,695, $24,425)","PS 1,040,000 (EUR 1,232,137, $1,270,102)"
462,Timo Werner,de GER,"FW,MF",Tottenham,28,1996,18,4,516,0,3,3,0,0,0,"PS 165,000 (EUR 195,483, $201,507)","PS 8,580,000 (EUR 10,165,130, $10,478,344)"
463,Timothy Castagne,be BEL,DF,Fulham,28,1995,24,17,1649,0,1,1,0,0,0,"PS 65,000 (EUR 77,009, $79,381)","PS 3,380,000 (EUR 4,004,445, $4,127,832)"
464,Toby Collyer,eng ENG,MF,Manchester Utd,20,2004,6,0,179,0,0,0,0,0,0,"PS 5,000 (EUR 5,924, $6,106)","PS 260,000 (EUR 308,034, $317,526)"
465,Tom Cairney,sct SCO,MF,Fulham,33,1991,25,3,628,2,0,2,2,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
466,Tom King,wls WAL,GK,Wolves,29,1995,1,0,1,0,0,0,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
467,Tommy Doyle,eng ENG,MF,Wolves,22,2001,24,3,488,0,1,1,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
468,Tomas Soucek,cz CZE,MF,West Ham,29,1995,35,30,2567,9,1,10,9,0,0,"PS 90,000 (EUR 106,627, $109,913)","PS 4,680,000 (EUR 5,544,616, $5,715,460)"
469,Tosin Adarabioyo,eng ENG,DF,Chelsea,26,1997,22,15,1409,1,1,2,1,0,0,"PS 120,000 (EUR 142,170, $146,550)","PS 6,240,000 (EUR 7,392,822, $7,620,614)"
470,Toti Gomes,pt POR,DF,Wolves,25,1999,31,30,2614,0,1,1,0,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
471,Trent Alexander-Arnold,eng ENG,DF,Liverpool,25,1998,33,28,2365,3,6,9,3,0,0,"PS 180,000 (EUR 213,254, $219,825)","PS 9,360,000 (EUR 11,089,233, $11,430,921)"
472,Tyler Adams,us USA,MF,Bournemouth,25,1999,28,21,1965,0,3,3,0,0,0,"PS 60,000 (EUR 71,085, $73,275)","PS 3,120,000 (EUR 3,696,411, $3,810,307)"
473,Tyler Dibling,eng ENG,"FW,MF",Southampton,18,2006,33,20,1874,2,0,2,2,0,0,"PS 5,000 (EUR 5,924, $6,106)","PS 260,000 (EUR 308,034, $317,526)"
474,Tyler Fredricson,eng ENG,DF,Manchester Utd,19,2005,2,2,165,0,0,0,0,0,0,"PS 5,000 (EUR 5,925, $6,712)","PS 260,000 (EUR 308,087, $349,038)"
475,Tyrell Malacia,nl NED,DF,Manchester Utd,24,1999,3,2,100,0,0,0,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
476,Tyrick Mitchell,eng ENG,DF,Crystal Palace,24,1999,37,37,3092,0,5,5,0,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
477,Tyrique George,eng ENG,FW,Chelsea,18,2006,8,1,183,1,1,2,1,0,0,"PS 7,500 (EUR 8,887, $10,068)","PS 390,000 (EUR 462,130, $523,557)"
478,Tyrone Mings,eng ENG,DF,Aston Villa,31,1993,14,12,1120,0,0,0,0,0,0,"PS 100,000 (EUR 118,475, $122,125)","PS 5,200,000 (EUR 6,160,685, $6,350,511)"
479,Valentino Livramento,eng ENG,DF,Newcastle Utd,21,2002,37,32,2840,0,1,1,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
480,Victor Lindelof,se SWE,DF,Manchester Utd,30,1994,16,6,704,0,0,0,0,0,0,"PS 120,000 (EUR 142,170, $146,550)","PS 6,240,000 (EUR 7,392,822, $7,620,614)"
481,Virgil van Dijk,nl NED,DF,Liverpool,33,1991,37,37,3330,3,1,4,3,0,0,"PS 220,000 (EUR 260,644, $268,675)","PS 11,440,000 (EUR 13,553,507, $13,971,125)"
482,Vitaliy Mykolenko,ua UKR,DF,Everton,25,1999,35,35,3082,1,2,3,1,0,0,"PS 58,000 (EUR 68,715, $70,833)","PS 3,016,000 (EUR 3,573,197, $3,683,297)"
483,Vitaly Janelt,de GER,MF,Brentford,26,1998,32,27,2254,1,3,4,1,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
484,Vitezslav Jaros,cz CZE,GK,Liverpool,23,2001,1,0,12,0,0,0,0,0,0,"PS 7,000 (EUR 8,293, $8,549)","PS 364,000 (EUR 431,248, $444,536)"
485,Vitor Reis,br BRA,DF,Manchester City,18,2006,1,0,1,0,0,0,0,0,0,"PS 40,000 (EUR 47,398, $53,698)","PS 2,080,000 (EUR 2,464,695, $2,792,302)"
486,Vladimir Coufal,cz CZE,DF,West Ham,31,1992,22,11,1067,0,0,0,0,0,0,"PS 35,000 (EUR 41,466, $42,744)","PS 1,820,000 (EUR 2,156,240, $2,222,679)"
487,Wataru Endo,jp JPN,"MF,DF",Liverpool,31,1993,20,1,273,0,0,0,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
488,Welington,br BRA,DF,Southampton,23,2001,10,6,482,0,0,0,0,0,0,"PS 15,000 (EUR 17,774, $20,137)","PS 780,000 (EUR 924,261, $1,047,113)"
489,Wes Burns,wls WAL,"FW,DF",Ipswich Town,29,1994,18,12,926,0,1,1,0,0,0,"PS 10,000 (EUR 11,847, $12,213)","PS 520,000 (EUR 616,068, $635,051)"
490,Wesley Fofana,fr FRA,DF,Chelsea,23,2000,14,14,1172,0,0,0,0,0,0,"PS 200,000 (EUR 236,949, $244,250)","PS 10,400,000 (EUR 12,321,370, $12,701,023)"
491,Wilfred Ndidi,ng NGA,MF,Leicester City,27,1996,28,28,2324,0,5,5,0,0,0,"PS 75,000 (EUR 88,856, $91,594)","PS 3,900,000 (EUR 4,620,514, $4,762,884)"
492,Will Hughes,eng ENG,MF,Crystal Palace,29,1995,33,24,2108,0,3,3,0,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
493,Will Lankshear,eng ENG,"FW,MF",Tottenham,19,2005,3,0,11,0,0,0,0,0,0,"PS 2,500 (EUR 2,962, $3,356)","PS 130,000 (EUR 154,043, $174,519)"
494,William Osula,dk DEN,FW,Newcastle Utd,20,2003,14,0,134,1,0,1,1,0,0,"PS 20,000 (EUR 23,695, $24,425)","PS 1,040,000 (EUR 1,232,137, $1,270,102)"
495,William Saliba,fr FRA,DF,Arsenal,23,2001,35,35,3039,2,0,2,2,0,0,"PS 190,000 (EUR 225,102, $232,038)","PS 9,880,000 (EUR 11,705,301, $12,065,972)"
496,William Smallbone,ie IRL,MF,Southampton,24,2000,18,6,690,1,0,1,1,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
497,Willian,br BRA,"FW,MF",Fulham,35,1988,10,2,257,0,0,0,0,0,0,"PS 90,000 (EUR 105,675, $117,817)","PS 4,680,000 (EUR 5,495,083, $6,126,483)"
498,Willy Boly,ci CIV,DF,Nott'ham Forest,33,1991,6,1,150,0,0,0,0,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
499,Wilson Odobert,fr FRA,"FW,MF",Tottenham,19,2004,16,9,850,1,0,1,1,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
500,Wout Faes,be BEL,DF,Leicester City,26,1998,34,30,2815,1,0,1,1,0,0,"PS 50,000 (EUR 59,237, $61,063)","PS 2,600,000 (EUR 3,080,342, $3,175,256)"
501,Woyo Coulibaly,ml MLI,DF,Leicester City,25,1999,4,1,109,0,0,0,0,0,0,"PS 15,000 (EUR 17,774, $20,137)","PS 780,000 (EUR 924,261, $1,047,113)"
502,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20,2004,32,20,1838,6,4,10,6,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
503,Yasin Ayari,se SWE,MF,Brighton,20,2003,34,22,1965,2,1,3,2,0,0,"PS 8,000 (EUR 9,478, $9,770)","PS 416,000 (EUR 492,855, $508,041)"
504,Yerson Mosquera,co COL,DF,Wolves,23,2001,5,5,441,0,0,0,0,0,0,"PS 8,000 (EUR 9,478, $9,770)","PS 416,000 (EUR 492,855, $508,041)"
505,Yoane Wissa,cd COD,FW,Brentford,27,1996,35,34,2919,19,4,23,19,0,0,"PS 25,000 (EUR 29,619, $30,531)","PS 1,300,000 (EUR 1,540,171, $1,587,628)"
506,Youri Tielemans,be BEL,MF,Aston Villa,27,1997,36,35,3026,3,7,10,3,0,1,"PS 150,000 (EUR 177,712, $183,188)","PS 7,800,000 (EUR 9,241,027, $9,525,767)"
507,Youssef Chermiti,pt POR,"FW,MF",Everton,20,2004,4,0,45,0,0,0,0,0,0,"PS 30,000 (EUR 35,542, $36,638)","PS 1,560,000 (EUR 1,848,205, $1,905,153)"
508,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24,2000,30,16,1557,1,1,2,1,0,0,"PS 40,000 (EUR 47,390, $48,850)","PS 2,080,000 (EUR 2,464,274, $2,540,205)"
509,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,18,2006,10,0,42,0,0,0,0,0,0,"PS 15,000 (EUR 17,771, $18,319)","PS 780,000 (EUR 924,103, $952,577)"
510,Yves Bissouma,ml MLI,MF,Tottenham,27,1996,28,16,1408,2,0,2,2,0,0,"PS 55,000 (EUR 65,161, $67,169)","PS 2,860,000 (EUR 3,388,377, $3,492,781)"
511,Ilkay Gundogan,de GER,MF,Manchester City,33,1990,33,25,2223,1,6,7,1,0,0,"PS 230,000 (EUR 272,492, $280,888)","PS 11,960,000 (EUR 14,169,575, $14,606,176)"
512,Lukasz Fabianski,pl POL,GK,West Ham,39,1985,14,13,1160,0,0,0,0,0,0,"PS 65,000 (EUR 77,009, $79,381)","PS 3,380,000 (EUR 4,004,445, $4,127,832)"
513,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,32,23,1984,2,2,4,2,0,1,"EUR 15,385 (PS 12,986, $15,859)","EUR 800,000 (PS 675,261, $824,664)"
514,Abde Rebbach,dz ALG,"FW,MF",Alaves,25,1998,8,4,385,0,0,0,0,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
515,Abdel Abqar,ma MAR,DF,Alaves,25,1999,29,29,2463,0,1,1,0,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
516,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,24,24,2017,2,1,3,2,0,0,"EUR 6,731 (PS 5,681, $6,938)","EUR 350,000 (PS 295,427, $360,791)"
517,Abdon Prats,es ESP,"FW,MF",Mallorca,31,1992,24,3,456,2,0,2,1,1,1,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
518,Abel Bretones,es ESP,DF,Osasuna,23,2000,35,20,2074,2,0,2,2,0,0,"EUR 6,154 (PS 5,194, $6,344)","EUR 320,000 (PS 270,104, $329,866)"
